Penal Code,Crime,Weapon Used,Age,Gender,Cognizable,Time,Date,Location,FIR Launched by
464,Making a false document,,48,Male,FALSE,12:41,5/5/2022,Bibwewadi Gavthan,Arya
359,Kidnapping,gun,66,Male,TRUE,13:06,8/3/2022,Khau Gali,Navjot
337,Causing hurt by act endangering life or personal safety of other,gun,72,Male,TRUE,1:00,8/12/2022,Swargate,Suresh
445,House-breaking,rod,41,Male,TRUE,2:31,28/12/2023,Swargate,Rohit
396,"Dacoity,Murder",ropes,18,Male,TRUE,10:25,11/2/2022,Mahesh Society,
304A,Causing of death by negligence,,64,Male,FALSE,6:36,15/8/2020,Khau Gali,Parthiv
354D,Stalking,,25,Female,FALSE,0:56,17/4/2020,Dolphin Chowk,Neha
410,Stolen property,,18,Female,FALSE,16:29,16/11/2021,Swargate,
375,Rape,,18,Female,TRUE,23:41,26/10/2021,Mahesh Society,
378,Theft,,66,Male,TRUE,20:18,28/5/2021,Katraj,Lakshay
300,Murder,gun,72,Male,TRUE,12:21,8/4/2021,Chintamani I,Arya
359,Kidnapping,gun,23,Male,TRUE,16:03,7/3/2023,Shani Mandir,Soham
337,Causing hurt by act endangering life or personal safety of other,ropes,48,Male,TRUE,14:53,2/4/2021,City Pride,Milind
425,Mischief,,56,Male,FALSE,20:39,22/1/2022,Katraj,Prem
396,"Dacoity,Murder",knife,46,Male,TRUE,6:03,13/3/2022,Bibwewadi Gavthan,Anand
464,Making a false document,,60,Male,FALSE,4:38,6/2/2023,Swargate,Lakshay
410,Stolen property,,69,Male,FALSE,22:10,28/3/2023,Sukhsagar Nagar,Kailash
354D,Stalking,,47,Female,FALSE,9:20,1/8/2020,Sukhsagar Nagar,Kajal
383,Extortion,knife,52,Male,TRUE,2:41,15/10/2021,Katraj,Arijit
354A,Sexual harassment,,26,Female,FALSE,14:33,13/4/2020,Chintamani II,Priya
298,Uttering words with deliberate intent to wound religious feelings,,42,Male,FALSE,21:18,31/4/2020,Chintamani III,Prasad
310,Thug ,ropes,36,Male,TRUE,2:36,12/5/2020,Chintamani II,Sujal
464,Making a false document,,18,Male,FALSE,19:08,1/8/2020,KK Market,
378,Theft,,71,Male,TRUE,19:14,3/11/2021,Shani Mandir,Amar
300,Murder,knife,65,Male,TRUE,5:59,16/7/2022,Sukhsagar Nagar,Abhay
354A,Sexual harassment,,55,Female,FALSE,16:02,22/10/2021,Shani Mandir,Kajal
390,Robbery,knife,21,Male,TRUE,4:34,19/3/2020,Katraj,Aslam
354A,Sexual harassment,,37,Female,FALSE,6:08,1/10/2023,Swargate,Riya
375,Rape,,37,Female,TRUE,19:43,4/9/2020,KK Market,Neha
415,Cheating,,52,Male,FALSE,11:06,23/6/2021,Chintamani III,Ramesh
359,Kidnapping,ropes,72,Male,TRUE,12:23,10/1/2021,City Pride,Ajit
391,Dacoity,,50,Male,FALSE,11:29,26/6/2023,Chintamani I,Abhay
359,Kidnapping,ropes,61,Male,TRUE,3:21,7/5/2021,Katraj,Arya
378,Theft,,52,Male,TRUE,16:25,20/4/2022,Swargate,Shantanu
337,Causing hurt by act endangering life or personal safety of other,knife,60,Male,TRUE,18:44,18/1/2021,Khau Gali,Navjot
337,Causing hurt by act endangering life or personal safety of other,gun,41,Male,TRUE,4:58,23/11/2023,Shani Mandir,Prem
312,Causing Miscarriage,,53,Female,FALSE,18:04,16/6/2020,Swargate,Jyoti
378,Theft,,28,Male,TRUE,3:41,7/2/2022,Khau Gali,Kailash
304B,Dowry death,,16,Male,TRUE,16:28,14/12/2020,Chintamani II,
415,Cheating,,73,Male,FALSE,23:02,9/3/2022,Mahesh Society,Abdul
445,House-breaking,stones,30,Male,TRUE,4:17,30/9/2023,Chintamani II,Parag
354D,Stalking,,30,Female,FALSE,5:06,21/6/2021,Swargate,Shweta
304B,Dowry death,,40,Female,TRUE,2:55,10/7/2023,Bibwewadi Gavthan,Rashmi
464,Making a false document,,54,Male,FALSE,20:33,24/1/2023,Katraj,Milind
391,Dacoity,,26,Male,FALSE,21:34,26/7/2022,City Pride,Ajit
415,Cheating,,67,Male,FALSE,10:42,7/8/2020,Khau Gali,Atharva
445,House-breaking,stones,68,Male,TRUE,10:23,16/10/2022,Shani Mandir,Rohit
304B,Dowry death,,62,Female,TRUE,13:43,19/11/2020,Shani Mandir,Tina
304B,Dowry death,,63,Female,TRUE,16:04,15/8/2021,Mahesh Society,Meena
376B,Sexual intercourse by husband upon his wife during separation,,34,Male,FALSE,13:34,1/10/2022,Swargate,Arijit
298,Uttering words with deliberate intent to wound religious feelings,,21,Male,FALSE,18:43,25/5/2023,Sukhsagar Nagar,Shantanu
396,"Dacoity,Murder",knife,36,Male,TRUE,9:08,11/2/2023,Shani Mandir,Ajit
463,Forgery,,56,Male,FALSE,22:46,27/3/2021,KK Market,Dheeraj
376B,Sexual intercourse by husband upon his wife during separation,,74,Male,FALSE,15:03,31/3/2020,City Pride,Debashish
445,House-breaking,hammer,27,Male,TRUE,18:44,30/6/2020,Chintamani I,Navjot
378,Theft,,34,Male,TRUE,8:53,15/7/2023,Khau Gali,Rohit
359,Kidnapping,knife,21,Male,TRUE,3:27,25/4/2021,Khau Gali,Arya
390,Robbery,ropes,20,Male,TRUE,7:20,6/8/2021,Chintamani I,Vaibhav
383,Extortion,ropes,51,Male,TRUE,20:33,26/5/2023,Sukhsagar Nagar,Arijit
304A,Causing of death by negligence,,34,Male,FALSE,19:32,17/1/2021,Chintamani I,Parthiv
337,Causing hurt by act endangering life or personal safety of other,ropes,36,Male,TRUE,20:55,19/6/2020,Khau Gali,Atharva
378,Theft,,32,Male,TRUE,12:23,10/11/2023,Sukhsagar Nagar,Sachin
375,Rape,,34,Female,TRUE,2:22,15/7/2021,KK Market,Kiran
425,Mischief,,53,Male,FALSE,4:30,14/3/2022,Chintamani II,Ajit
337,Causing hurt by act endangering life or personal safety of other,gun,37,Male,TRUE,16:24,26/6/2023,Swargate,Ajit
312,Causing Miscarriage,,40,Female,FALSE,14:57,18/9/2020,City Pride,Shweta
354A,Sexual harassment,,66,Female,FALSE,23:00,10/10/2021,Katraj,Sapna
497,Adultery,,38,Male,FALSE,13:11,31/10/2021,Sukhsagar Nagar,Mustufa
442,House-trespass,,52,Male,FALSE,9:45,15/7/2021,Shani Mandir,Amar
378,Theft,,35,Male,TRUE,4:11,9/11/2023,Khau Gali,Arijit
359,Kidnapping,gun,60,Male,TRUE,15:19,31/7/2022,Chintamani I,Prem
300,Murder,knife,68,Male,TRUE,6:48,28/12/2021,Swargate,Sameer
304B,Dowry death,,55,Female,TRUE,23:23,23/12/2021,Dolphin Chowk,Jyoti
298,Uttering words with deliberate intent to wound religious feelings,,21,Male,FALSE,4:01,21/12/2020,Bibwewadi Gavthan,Kailash
354D,Stalking,,44,Female,FALSE,21:42,17/1/2022,Katraj,Poonam
463,Forgery,,29,Male,FALSE,6:32,20/2/2022,Chintamani III,Riyan
445,House-breaking,hockey stick,57,Male,TRUE,22:54,28/7/2023,Mahesh Society,Amar
390,Robbery,gun,42,Male,TRUE,14:12,14/7/2022,Khau Gali,Soham
376B,Sexual intercourse by husband upon his wife during separation,,39,Male,FALSE,1:10,23/3/2023,Dolphin Chowk,Ajay
391,Dacoity,,57,Male,FALSE,8:26,4/8/2023,Mahesh Society,Om
326A,Voluntarily causing grievous hurt by use of acid,acid,45,Male,FALSE,6:34,23/9/2022,Chintamani III,Atif
337,Causing hurt by act endangering life or personal safety of other,ropes,39,Male,TRUE,1:04,29/8/2022,Shani Mandir,Neeraj
442,House-trespass,,66,Male,FALSE,13:40,22/7/2022,Mahesh Society,Ramesh
497,Adultery,,32,Male,FALSE,11:11,8/9/2021,KK Market,Arya
354A,Sexual harassment,,23,Female,FALSE,21:03,10/9/2023,Chintamani I,Divya
396,"Dacoity,Murder",knife,72,Male,TRUE,19:57,12/7/2022,Chintamani III,Prasad
445,House-breaking,hammer,27,Male,TRUE,16:41,29/1/2022,Chintamani I,Navjot
354A,Sexual harassment,,45,Female,FALSE,13:45,28/10/2021,Sukhsagar Nagar,Kajal
383,Extortion,gun,17,Female,TRUE,12:30,27/4/2022,City Pride,
304A,Causing of death by negligence,,31,Male,FALSE,15:47,3/6/2022,KK Market,Suresh
396,"Dacoity,Murder",gun,62,Male,TRUE,20:57,14/9/2020,Chintamani I,Vaibhav
442,House-trespass,,60,Male,FALSE,0:09,27/10/2020,Bibwewadi Gavthan,Rohit
425,Mischief,,73,Male,FALSE,12:58,27/8/2020,KK Market,Amar
442,House-trespass,,25,Male,FALSE,17:20,9/1/2021,Dolphin Chowk,Ajay
497,Adultery,,32,Male,FALSE,4:16,3/11/2022,Katraj,Debashish
378,Theft,,66,Male,TRUE,1:24,9/9/2020,Sukhsagar Nagar,Vineet
354D,Stalking,,63,Female,FALSE,10:59,29/11/2023,Dolphin Chowk,Kiran
354D,Stalking,,66,Female,FALSE,16:54,31/1/2021,KK Market,Divya
300,Murder,knife,17,Female,TRUE,20:06,19/11/2021,Chintamani II,
378,Theft,,58,Male,TRUE,10:07,9/1/2023,Chintamani III,Prem
410,Stolen property,,19,Male,FALSE,4:36,2/1/2021,City Pride,Sujal
376B,Sexual intercourse by husband upon his wife during separation,,28,Male,FALSE,23:08,23/12/2020,KK Market,Sameer
442,House-trespass,,32,Male,FALSE,23:26,20/7/2022,Katraj,Sameer
376B,Sexual intercourse by husband upon his wife during separation,,66,Male,FALSE,15:24,8/8/2022,Sukhsagar Nagar,Prem
378,Theft,,34,Male,TRUE,21:36,4/3/2022,Bibwewadi Gavthan,Anand
510,Misconduct in public by a drunken person,,73,Male,FALSE,18:54,10/1/2020,Dolphin Chowk,Sunil
445,House-breaking,hammer,66,Male,TRUE,22:52,5/6/2023,Katraj,Arya
442,House-trespass,,36,Male,FALSE,13:19,11/8/2022,City Pride,Rohit
312,Causing Miscarriage,,75,Female,FALSE,19:12,22/6/2023,Chintamani I,Kiran
497,Adultery,,75,Male,FALSE,14:28,23/1/2021,Khau Gali,Vineet
354D,Stalking,,71,Female,FALSE,19:04,17/7/2021,City Pride,Tina
298,Uttering words with deliberate intent to wound religious feelings,,42,Male,FALSE,0:05,23/8/2022,Chintamani I,Anand
415,Cheating,,31,Male,FALSE,1:07,5/9/2021,Chintamani II,Rohit
337,Causing hurt by act endangering life or personal safety of other,ropes,53,Male,TRUE,11:30,31/11/2023,Shani Mandir,Dheeraj
510,Misconduct in public by a drunken person,,43,Male,FALSE,4:51,22/2/2020,Chintamani III,Sunil
396,"Dacoity,Murder",knife,59,Male,TRUE,9:49,23/9/2021,Shani Mandir,Rohit
391,Dacoity,,65,Male,FALSE,2:53,3/9/2021,Mahesh Society,Mahendra
464,Making a false document,,66,Male,FALSE,18:42,7/8/2022,Bibwewadi Gavthan,Parag
337,Causing hurt by act endangering life or personal safety of other,knife,57,Male,TRUE,16:09,17/6/2021,Shani Mandir,Mustufa
464,Making a false document,,65,Male,FALSE,20:47,3/12/2020,Bibwewadi Gavthan,Ajit
354D,Stalking,,51,Female,FALSE,18:14,7/9/2021,Katraj,Shweta
337,Causing hurt by act endangering life or personal safety of other,ropes,52,Male,TRUE,12:58,22/6/2022,Swargate,Soham
425,Mischief,,50,Male,FALSE,15:40,7/2/2021,KK Market,Ajit
300,Murder,ropes,52,Male,TRUE,21:36,21/2/2021,Chintamani II,Parthiv
445,House-breaking,hammer,38,Male,TRUE,9:37,12/6/2023,KK Market,Suresh
359,Kidnapping,knife,27,Male,TRUE,1:15,4/1/2020,Swargate,Sachin
376B,Sexual intercourse by husband upon his wife during separation,,57,Male,FALSE,15:54,19/3/2020,Mahesh Society,Shantanu
312,Causing Miscarriage,,46,Female,FALSE,17:36,10/9/2023,Chintamani III,Rashmi
312,Causing Miscarriage,,17,Female,FALSE,3:22,14/3/2022,KK Market,
464,Making a false document,,75,Male,FALSE,20:31,3/12/2021,Dolphin Chowk,Parag
354A,Sexual harassment,,18,Male,FALSE,23:59,30/1/2021,Chintamani II,
510,Misconduct in public by a drunken person,,50,Male,FALSE,4:47,7/6/2022,Chintamani II,Sameer
354A,Sexual harassment,,72,Female,FALSE,17:28,3/11/2020,Chintamani I,Aarti
425,Mischief,,57,Male,FALSE,23:33,27/7/2021,Katraj,Sujal
415,Cheating,,46,Male,FALSE,9:50,10/3/2020,Chintamani I,Atharva
510,Misconduct in public by a drunken person,,38,Male,FALSE,4:08,9/10/2022,Katraj,Debashish
354A,Sexual harassment,,52,Female,FALSE,21:42,9/11/2023,Dolphin Chowk,Tina
378,Theft,,24,Male,TRUE,11:18,8/5/2023,Bibwewadi Gavthan,Vaibhav
300,Murder,knife,51,Male,TRUE,9:33,6/10/2022,Chintamani II,Neeraj
378,Theft,,30,Male,TRUE,19:09,20/1/2020,Swargate,Arya
497,Adultery,,52,Male,FALSE,20:10,9/8/2020,Chintamani III,Riyan
378,Theft,,71,Male,TRUE,8:36,14/3/2022,City Pride,Kailash
354D,Stalking,,65,Female,FALSE,0:35,8/4/2021,City Pride,Pooja
359,Kidnapping,knife,17,Female,TRUE,8:36,20/5/2020,Katraj,
298,Uttering words with deliberate intent to wound religious feelings,,55,Male,FALSE,8:04,17/2/2021,KK Market,Riyan
304B,Dowry death,,56,Female,TRUE,5:21,2/3/2020,Chintamani III,Smita
464,Making a false document,,62,Male,FALSE,0:45,18/5/2022,City Pride,Dheeraj
354A,Sexual harassment,,71,Female,FALSE,21:20,25/9/2023,City Pride,Priya
410,Stolen property,,66,Male,FALSE,16:39,11/10/2021,Chintamani II,Atharva
337,Causing hurt by act endangering life or personal safety of other,gun,53,Male,TRUE,9:49,16/11/2020,Katraj,Atif
463,Forgery,,43,Male,FALSE,11:41,2/1/2022,Chintamani III,Arijit
442,House-trespass,,68,Male,FALSE,21:54,28/11/2020,Bibwewadi Gavthan,Sujoy
497,Adultery,,56,Male,FALSE,12:42,17/4/2023,Dolphin Chowk,Vaibhav
359,Kidnapping,knife,45,Male,TRUE,6:19,30/8/2020,Chintamani III,Lakshay
375,Rape,,57,Female,TRUE,22:06,18/10/2020,Chintamani III,Pooja
442,House-trespass,,22,Male,FALSE,20:14,8/9/2022,Chintamani II,Sujal
410,Stolen property,,20,Male,FALSE,2:55,2/7/2023,Katraj,Vaibhav
310,Thug ,gun,29,Male,TRUE,4:45,19/6/2022,Mahesh Society,Rohit
383,Extortion,ropes,25,Male,TRUE,20:07,21/9/2022,Chintamani II,Sujal
359,Kidnapping,gun,36,Male,TRUE,22:43,21/12/2023,KK Market,Amar
354A,Sexual harassment,,17,Male,FALSE,16:31,7/7/2021,Sukhsagar Nagar,
359,Kidnapping,ropes,42,Male,TRUE,15:39,27/11/2020,Shani Mandir,Anand
354A,Sexual harassment,,55,Female,FALSE,5:15,11/4/2023,Chintamani I,Neha
390,Robbery,knife,33,Male,TRUE,18:33,6/10/2022,Chintamani II,Ajit
463,Forgery,,37,Male,FALSE,9:07,20/2/2023,Chintamani III,Sunil
390,Robbery,knife,57,Male,TRUE,17:51,5/9/2023,Chintamani II,Amar
359,Kidnapping,knife,21,Male,TRUE,5:17,30/10/2020,Chintamani III,Parag
337,Causing hurt by act endangering life or personal safety of other,knife,64,Male,TRUE,22:09,1/12/2020,Mahesh Society,Rohit
354D,Stalking,,23,Female,FALSE,6:12,22/8/2023,Dolphin Chowk,Anita
390,Robbery,ropes,40,Male,TRUE,15:34,15/4/2023,Shani Mandir,Prem
391,Dacoity,,51,Male,FALSE,0:38,18/11/2021,City Pride,Milind
298,Uttering words with deliberate intent to wound religious feelings,,28,Male,FALSE,6:55,29/4/2023,Chintamani I,Sameer
391,Dacoity,,33,Male,FALSE,0:37,29/10/2021,Sukhsagar Nagar,Shantanu
326A,Voluntarily causing grievous hurt by use of acid,acid,61,Male,FALSE,7:29,31/11/2021,Katraj,Ajit
445,House-breaking,rod,61,Male,TRUE,0:45,29/5/2023,Shani Mandir,Abdul
464,Making a false document,,56,Male,FALSE,12:28,25/12/2020,Chintamani III,Anand
304A,Causing of death by negligence,,54,Male,FALSE,21:35,7/9/2020,Chintamani II,Suresh
442,House-trespass,,45,Male,FALSE,2:36,9/1/2020,Chintamani II,Aslam
354D,Stalking,,49,Female,FALSE,9:02,24/11/2023,Shani Mandir,Kajal
510,Misconduct in public by a drunken person,,40,Male,FALSE,18:09,8/6/2023,Mahesh Society,Ajay
464,Making a false document,,36,Male,FALSE,0:53,27/5/2020,Swargate,Sameer
390,Robbery,gun,64,Male,TRUE,2:06,29/1/2021,Khau Gali,Navjot
378,Theft,,47,Male,TRUE,2:03,10/2/2022,Bibwewadi Gavthan,Sujal
378,Theft,,53,Male,TRUE,14:36,20/6/2020,KK Market,Soham
298,Uttering words with deliberate intent to wound religious feelings,,25,Male,FALSE,2:14,5/9/2023,Dolphin Chowk,Prasad
425,Mischief,,59,Male,FALSE,11:48,11/1/2022,Mahesh Society,Mahendra
463,Forgery,,28,Male,FALSE,18:59,22/2/2022,Chintamani II,Suresh
442,House-trespass,,24,Male,FALSE,13:59,30/10/2021,Dolphin Chowk,Vineet
497,Adultery,,58,Male,FALSE,2:34,5/2/2023,KK Market,Atharva
396,"Dacoity,Murder",ropes,25,Male,TRUE,22:07,31/6/2023,Dolphin Chowk,Atif
375,Rape,,71,Female,TRUE,2:31,12/5/2021,Dolphin Chowk,Kajal
445,House-breaking,hockey stick,17,Female,TRUE,19:25,4/7/2023,Bibwewadi Gavthan,
310,Thug ,ropes,17,Female,TRUE,19:49,10/2/2021,Mahesh Society,
410,Stolen property,,48,Male,FALSE,22:53,11/8/2022,Bibwewadi Gavthan,Rohit
300,Murder,ropes,58,Male,TRUE,3:04,6/6/2020,Chintamani III,Riyan
298,Uttering words with deliberate intent to wound religious feelings,,53,Male,FALSE,12:32,20/5/2023,Mahesh Society,Arijit
396,"Dacoity,Murder",ropes,30,Male,TRUE,18:36,29/10/2023,Khau Gali,Riyan
326A,Voluntarily causing grievous hurt by use of acid,acid,33,Male,TRUE,21:16,18/9/2020,Khau Gali,Arya
463,Forgery,,30,Male,FALSE,15:25,14/3/2023,Chintamani II,Rohit
354A,Sexual harassment,,33,Female,FALSE,9:15,10/5/2021,Swargate,Priya
376B,Sexual intercourse by husband upon his wife during separation,,26,Male,FALSE,19:15,23/3/2022,Mahesh Society,Sachin
463,Forgery,,48,Male,FALSE,6:28,29/6/2023,KK Market,Sunil
354A,Sexual harassment,,24,Female,FALSE,13:56,6/10/2023,Chintamani III,Rani
354A,Sexual harassment,,53,Female,FALSE,2:44,5/7/2022,Chintamani III,Jyoti
463,Forgery,,72,Male,FALSE,21:34,2/11/2023,Swargate,Neeraj
326A,Voluntarily causing grievous hurt by use of acid,acid,24,Male,FALSE,14:12,30/1/2022,Swargate,Lakshay
312,Causing Miscarriage,,20,Female,FALSE,10:45,26/12/2021,Sukhsagar Nagar,Aarti
391,Dacoity,,54,Male,FALSE,18:34,7/5/2023,Katraj,Kailash
396,"Dacoity,Murder",knife,45,Male,TRUE,9:24,15/8/2022,Chintamani III,Abhay
376B,Sexual intercourse by husband upon his wife during separation,,28,Male,FALSE,15:52,24/3/2023,Katraj,Atharva
378,Theft,,55,Male,TRUE,0:11,26/1/2021,Swargate,Neeraj
383,Extortion,ropes,24,Male,TRUE,4:51,8/7/2020,Swargate,Soham
354D,Stalking,,38,Female,FALSE,8:52,25/10/2020,Khau Gali,Anita
464,Making a false document,,55,Male,FALSE,23:24,26/12/2022,Dolphin Chowk,Abdul
383,Extortion,gun,45,Male,TRUE,5:03,25/3/2023,Swargate,Atharva
298,Uttering words with deliberate intent to wound religious feelings,,74,Male,FALSE,2:13,11/9/2021,Bibwewadi Gavthan,Atharva
425,Mischief,,52,Male,FALSE,9:02,19/3/2021,City Pride,Sujoy
497,Adultery,,48,Male,FALSE,12:19,16/2/2020,Chintamani I,Prem
378,Theft,,18,Male,TRUE,17:03,31/3/2022,Mahesh Society,
375,Rape,,21,Female,TRUE,20:40,3/5/2021,City Pride,Kavita
410,Stolen property,,31,Male,FALSE,15:19,15/8/2021,Chintamani III,Neeraj
304A,Causing of death by negligence,,52,Male,FALSE,4:24,19/5/2021,Dolphin Chowk,Dheeraj
383,Extortion,gun,48,Male,TRUE,19:44,12/10/2020,Chintamani II,Anand
391,Dacoity,,55,Male,FALSE,4:23,1/4/2021,Katraj,Arya
383,Extortion,knife,26,Male,TRUE,16:43,5/7/2022,Shani Mandir,Soham
310,Thug ,ropes,75,Male,TRUE,19:18,22/2/2020,Chintamani III,Ajit
378,Theft,,20,Male,TRUE,22:34,2/7/2021,Katraj,Prem
354A,Sexual harassment,,26,Female,FALSE,14:35,7/7/2023,Mahesh Society,Anita
354A,Sexual harassment,,46,Female,FALSE,1:35,4/10/2020,Khau Gali,Anita
463,Forgery,,57,Male,FALSE,7:53,15/10/2022,City Pride,Vineet
510,Misconduct in public by a drunken person,,41,Male,FALSE,3:32,26/8/2020,Chintamani II,Amar
300,Murder,knife,17,Male,TRUE,13:01,22/9/2021,Swargate,
410,Stolen property,,42,Male,FALSE,1:16,28/6/2022,Swargate,Ramesh
391,Dacoity,,59,Male,FALSE,11:24,25/2/2022,Swargate,Atharva
312,Causing Miscarriage,,32,Female,FALSE,23:16,8/6/2021,Bibwewadi Gavthan,Shweta
378,Theft,,30,Male,TRUE,7:55,11/12/2022,Shani Mandir,Abdul
378,Theft,,50,Male,TRUE,6:48,15/4/2020,Dolphin Chowk,Sujoy
383,Extortion,ropes,36,Male,TRUE,3:37,17/11/2023,City Pride,Suresh
376B,Sexual intercourse by husband upon his wife during separation,,68,Male,FALSE,22:14,23/4/2021,Katraj,Atharva
464,Making a false document,,37,Male,FALSE,19:26,2/12/2023,Chintamani III,Rohit
359,Kidnapping,gun,55,Male,TRUE,3:28,3/3/2022,Khau Gali,Sunil
464,Making a false document,,41,Male,FALSE,9:40,24/8/2022,Chintamani III,Parag
497,Adultery,,59,Male,FALSE,13:31,17/6/2020,KK Market,Soham
391,Dacoity,,56,Male,FALSE,13:13,4/4/2022,Bibwewadi Gavthan,Ramesh
300,Murder,ropes,44,Male,TRUE,16:22,2/8/2022,KK Market,Milind
445,House-breaking,stones,67,Male,TRUE,3:20,3/9/2021,Dolphin Chowk,Amar
464,Making a false document,,28,Male,FALSE,11:49,13/6/2022,Chintamani II,Debashish
390,Robbery,gun,57,Male,TRUE,3:12,9/6/2020,Sukhsagar Nagar,Rohit
337,Causing hurt by act endangering life or personal safety of other,ropes,75,Male,TRUE,6:52,10/3/2020,Swargate,Arya
298,Uttering words with deliberate intent to wound religious feelings,,72,Male,FALSE,16:30,27/5/2023,Katraj,Parthiv
442,House-trespass,,57,Male,FALSE,19:21,8/3/2020,Chintamani I,Virat
312,Causing Miscarriage,,21,Female,FALSE,17:48,11/11/2021,City Pride,Shweta
396,"Dacoity,Murder",knife,30,Male,TRUE,12:05,10/1/2022,Bibwewadi Gavthan,Shantanu
300,Murder,knife,42,Male,TRUE,11:08,10/11/2022,Swargate,Arijit
410,Stolen property,,27,Male,FALSE,0:49,18/5/2022,Katraj,Sachin
391,Dacoity,,51,Male,FALSE,13:07,2/7/2022,Sukhsagar Nagar,Ramesh
383,Extortion,knife,37,Male,TRUE,20:10,11/5/2020,Chintamani I,Amar
396,"Dacoity,Murder",knife,24,Male,TRUE,2:10,31/3/2022,Khau Gali,Arijit
464,Making a false document,,38,Male,FALSE,10:59,14/6/2023,Shani Mandir,Debashish
326A,Voluntarily causing grievous hurt by use of acid,acid,50,Male,FALSE,22:36,25/3/2023,KK Market,Prasad
298,Uttering words with deliberate intent to wound religious feelings,,54,Male,FALSE,18:51,31/5/2021,KK Market,Arya
354D,Stalking,,68,Female,FALSE,19:12,15/10/2020,City Pride,Mona
312,Causing Miscarriage,,49,Female,FALSE,14:39,4/8/2021,Shani Mandir,Kiran
391,Dacoity,,63,Male,FALSE,9:07,31/10/2022,Khau Gali,Arya
312,Causing Miscarriage,,52,Female,FALSE,16:40,23/4/2021,Mahesh Society,Shweta
497,Adultery,,67,Male,FALSE,2:03,3/4/2020,Khau Gali,Om
300,Murder,ropes,28,Male,TRUE,1:06,17/3/2022,Katraj,Parthiv
383,Extortion,knife,40,Male,TRUE,7:34,5/8/2023,Swargate,Dheeraj
390,Robbery,ropes,54,Male,TRUE,21:11,14/2/2023,Shani Mandir,Atharva
312,Causing Miscarriage,,58,Female,FALSE,16:18,8/12/2023,Dolphin Chowk,Rani
445,House-breaking,hammer,19,Male,TRUE,12:34,9/3/2020,City Pride,Vaibhav
304A,Causing of death by negligence,,36,Male,FALSE,15:25,16/10/2023,Swargate,Mustufa
326A,Voluntarily causing grievous hurt by use of acid,acid,43,Male,FALSE,13:27,14/1/2021,Dolphin Chowk,Mahendra
396,"Dacoity,Murder",knife,67,Male,TRUE,8:40,1/6/2020,Chintamani I,Sameer
304B,Dowry death,,33,Female,TRUE,3:56,6/11/2020,KK Market,Anita
375,Rape,,69,Female,TRUE,17:21,9/2/2022,City Pride,Priya
425,Mischief,,45,Male,FALSE,0:27,24/8/2022,KK Market,Suresh
390,Robbery,ropes,62,Male,TRUE,3:41,7/3/2020,Mahesh Society,Abhay
442,House-trespass,,50,Male,FALSE,15:57,1/2/2022,KK Market,Lakshay
354A,Sexual harassment,,54,Female,FALSE,17:05,3/6/2021,Chintamani I,Anita
312,Causing Miscarriage,,54,Female,FALSE,13:54,19/5/2020,Bibwewadi Gavthan,Neha
463,Forgery,,44,Male,FALSE,12:15,24/12/2020,Chintamani III,Navjot
354A,Sexual harassment,,16,Male,FALSE,23:08,12/10/2020,Khau Gali,
354A,Sexual harassment,,21,Female,FALSE,17:35,3/5/2023,City Pride,Sapna
464,Making a false document,,17,Female,FALSE,2:37,26/10/2022,Chintamani III,
326A,Voluntarily causing grievous hurt by use of acid,acid,32,Male,FALSE,3:51,20/12/2021,Chintamani I,Neeraj
464,Making a false document,,30,Male,FALSE,18:10,3/4/2021,Shani Mandir,Rohit
337,Causing hurt by act endangering life or personal safety of other,ropes,60,Male,TRUE,12:25,23/2/2020,Katraj,Ajit
383,Extortion,knife,75,Male,TRUE,12:15,9/3/2022,Bibwewadi Gavthan,Sameer
463,Forgery,,60,Male,FALSE,22:04,2/2/2023,Chintamani III,Amar
304B,Dowry death,,19,Female,TRUE,20:55,15/3/2022,Dolphin Chowk,Smita
410,Stolen property,,66,Male,FALSE,10:31,15/3/2021,Shani Mandir,Atharva
445,House-breaking,hockey stick,30,Male,TRUE,18:53,29/1/2021,Katraj,Ramesh
442,House-trespass,,31,Male,FALSE,9:12,15/3/2023,City Pride,Arya
415,Cheating,,42,Male,FALSE,9:11,26/1/2022,KK Market,Arijit
464,Making a false document,,56,Male,FALSE,5:13,1/11/2023,Dolphin Chowk,Prem
312,Causing Miscarriage,,74,Female,FALSE,21:16,22/9/2022,City Pride,Kiran
442,House-trespass,,43,Male,FALSE,12:09,2/5/2022,City Pride,Vaibhav
497,Adultery,,59,Male,FALSE,13:24,19/2/2022,Bibwewadi Gavthan,Suresh
383,Extortion,gun,20,Male,TRUE,15:38,9/11/2022,Chintamani II,Prasad
359,Kidnapping,knife,68,Male,TRUE,13:43,6/3/2022,City Pride,Sunil
410,Stolen property,,74,Male,FALSE,4:05,7/7/2022,City Pride,Virat
445,House-breaking,rod,52,Male,TRUE,10:30,6/8/2022,KK Market,Abhay
390,Robbery,knife,65,Male,TRUE,9:51,25/1/2022,Chintamani III,Ajay
415,Cheating,,38,Male,FALSE,2:35,19/8/2021,Khau Gali,Atharva
354A,Sexual harassment,,42,Female,FALSE,0:10,28/6/2022,Katraj,Neha
442,House-trespass,,46,Male,FALSE,9:56,16/4/2020,KK Market,Virat
354D,Stalking,,36,Female,FALSE,13:27,17/11/2022,Mahesh Society,Kavita
497,Adultery,,61,Male,FALSE,4:12,2/9/2022,Shani Mandir,Kailash
